dataset,method,metric,scale,n,mean,std,baseline_scale,baseline_mean,delta_vs_baseline,pct_change_vs_baseline
3d_spatial_arm_ellip_n3_traj,ecomann,proj_manifold_dist,3.0,7,0.4549506562096732,0.19448572301056843,0.2,0.5441946046692985,-0.0892439484596253,-16.399271086830776
3d_spatial_arm_ellip_n3_traj,ecomann,bidirectional_chamfer,0.2,7,0.9718782646315438,0.32811020666354546,0.2,0.9718782646315438,0.0,0.0
3d_spatial_arm_ellip_n3_traj,ecomann,bidirectional_chamfer,0.5,7,0.720185901437487,0.4229100316437186,0.2,0.9718782646315438,-0.25169236319405686,-25.89751950975855
3d_spatial_arm_ellip_n3_traj,ecomann,bidirectional_chamfer,0.75,7,0.9337454736232758,0.4531390758897619,0.2,0.9718782646315438,-0.03813279100826805,-3.9236180492960058
3d_spatial_arm_ellip_n3_traj,ecomann,bidirectional_chamfer,1.0,7,0.36022470039980753,0.36968778000715086,0.2,0.9718782646315438,-0.6116535642317362,-62.93520356313606
3d_spatial_arm_ellip_n3_traj,ecomann,bidirectional_chamfer,1.5,7,0.35393295862845014,0.23039518278557067,0.2,0.9718782646315438,-0.6179453060030937,-63.58258317849794
3d_spatial_arm_ellip_n3_traj,ecomann,bidirectional_chamfer,3.0,7,0.5662905318396432,0.27351118306032,0.2,0.9718782646315438,-0.40558773279190063,-41.732359653671864
3d_spatial_arm_ellip_n3_traj,ecomann,pred_recall,0.2,7,0.8672490157480314,0.07070076759741538,0.2,0.8672490157480314,0.0,0.0
3d_spatial_arm_ellip_n3_traj,ecomann,pred_recall,0.5,7,0.8938589707536558,0.045017408462358965,0.2,0.8672490157480314,0.026609955005624464,3.068317694505826
3d_spatial_arm_ellip_n3_traj,ecomann,pred_recall,0.75,7,0.8518525028121484,0.0866792595979294,0.2,0.8672490157480314,-0.015396512935882956,-1.775327807389086
3d_spatial_arm_ellip_n3_traj,ecomann,pred_recall,1.0,7,0.8796400449943756,0.03598692040438146,0.2,0.8672490157480314,0.012391029246344276,1.428774091563148
3d_spatial_arm_ellip_n3_traj,ecomann,pred_recall,1.5,7,0.8736642294713162,0.04841459654823592,0.2,0.8672490157480314,0.006415213723284796,0.7397199197454792
3d_spatial_arm_ellip_n3_traj,ecomann,pred_recall,3.0,7,0.8888498312710912,0.021988916600415458,0.2,0.8672490157480314,0.021600815523059813,2.4907281681292406
3d_spatial_arm_ellip_n3_traj,ecomann,pred_precision,0.2,7,0.0015694754464285715,0.002688715662975451,0.2,0.0015694754464285715,0.0,0.0
