method,n_cases,bidirectional_chamfer,eps_stop,eval_eps_used,gt_to_learned_mean,gt_to_learned_p95,learned_to_gt_mean,learned_to_gt_p95,n_gt,n_learned,pred_FPrate,pred_on_mean_v,pred_precision,pred_recall,proj_manifold_dist,proj_steps,proj_true_dist,proj_v_residual,train_seconds
eikonal,5,0.09154580682516097,0.03204397261142731,0.03204397261142731,0.008968735113739967,0.024183329194784164,0.0825770691037178,0.43870956301689146,1024.0,4096.0,0.014594967776921186,0.00025177215575240554,0.63935546875,0.81845703125,0.08191793486475944,19.067236328125,0.3787591814994812,0.010500842658802866,5.02349248340006
