method,n_cases,bidirectional_chamfer,eps_stop,eval_eps_used,gen_chamfer,gen_manifold_dist,gt_to_learned_mean,gt_to_learned_p95,learned_to_gt_mean,learned_to_gt_p95,n_gt,n_learned,pred_FPrate,pred_on_mean_v,pred_precision,pred_recall,proj_manifold_dist,proj_steps,proj_true_dist,proj_v_residual,train_seconds
eikonal,7,0.1424517227070672,0.012596428128225463,0.012596428128225463,,,0.08189217533384051,0.19322644174098969,0.06055954950196402,0.11579730255263192,8128.0,4096.0,0.0,3.9035889130900614e-05,0.9371861049107143,0.8991493250843644,0.020568210365516797,19.000453404017858,1.1070921421051025,0.002299929636397532,88.11644046128329
vae,7,0.15370115212031774,0.1575173991067069,0.1575173991067069,0.15175449422427587,0.06718884781002998,0.08859538286924362,0.17144105476992472,0.06510576605796814,0.1107809128505843,8128.0,4096.0,0.0,0.006545911143933024,0.25558035714285715,0.8871098143982001,0.04546043702534267,1.0,1.0959734916687012,0.09605609093393598,17.462127324725902
