dataset,method,n,mean,median,std,min,max
6DSinePose,ONCL (Ours),7,85.40573552128626,86.1213640840142,1.7790975584753048,82.1857264820137,87.98068127999431
6DSinePose,DataAug,7,92.50971736399723,92.24930946697714,0.5585079816227319,91.8492617259908,93.53687330699177
6DSinePose,VAE,7,24.621050592565943,24.621258984989254,0.5982414092237259,23.817573571985122,25.450969922996592
6DSinePose,ECoMaNN,7,903.7387406608656,901.9084881180024,29.725652265560797,868.7669172400201,946.9419550739985
3DArmEllipse,ONCL (Ours),7,6.764090977991665,6.730184477986768,0.3004282377826393,6.353075628983788,7.239677773002768
3DArmEllipse,DataAug,7,7.23781780657425,7.262094756995793,0.16783785594442083,6.984701167006278,7.508564026997192
3DArmEllipse,VAE,7,2.109776214143494,2.099250249011675,0.07451566702715912,2.008791220985586,2.257345997990342
3DArmEllipse,ECoMaNN,6,47.505996852332224,47.563701081002364,0.2502615889385965,47.13529233497684,47.7921238669951
6DArmUp,ONCL (Ours),7,122.95127475415107,122.10978747199988,2.385428690417788,118.86475907600834,125.79755284101702
6DArmUp,DataAug,7,479.9145421975741,478.23164779299987,3.4069378674470348,475.4369111940032,485.9311083400098
6DArmUp,VAE,7,119.10717573442629,119.24328420701204,0.6249620278911067,118.042641721986,120.09983059600927
6DArmUp,ECoMaNN,6,2118.2471916660047,2158.248363560502,111.87986732711788,1945.4976525389939,2255.8262755229953
