dataset,method,n,mean,median,std,min,max
3d_twosphere,ecomann,7,0.27623970593724934,0.28810352087020874,0.028637702809158453,0.22557157278060913,0.3111664056777954
3d_twosphere_traj,delta,7,0.03322580137423107,0.03288988023996353,0.0014583869784866612,0.03159995749592781,0.036410361528396606
3d_twosphere_traj,eikonal,7,0.027743751715336527,0.02773641236126423,0.0003980775029609431,0.027197962626814842,0.028261294588446617
3d_twosphere_traj,vae,7,0.05384114171777453,0.05159371718764305,0.006996235789512549,0.04450874775648117,0.06756004691123962
3d_twosphere_traj,ecomann,7,0.289750086409705,0.2859918475151062,0.07108862851754788,0.1711840182542801,0.38081997632980347
3d_torus_surface,delta,7,0.045452628284692764,0.04204416275024414,0.00914958235170028,0.04100022837519646,0.06782205402851105
3d_torus_surface,eikonal,7,0.04156827979854175,0.0414542555809021,0.0006820474288036668,0.04087699204683304,0.04310433566570282
3d_torus_surface,vae,7,0.3234369967664991,0.3164365887641907,0.04057439734873725,0.2494521141052246,0.37659943103790283
3d_torus_surface,ecomann,7,0.29504138018403736,0.2745940685272217,0.06031466981182999,0.22358451783657074,0.4112772047519684
3d_torus_surface_traj,delta,7,0.08452437551958221,0.061514224857091904,0.05678746027890842,0.04662879556417465,0.2165740430355072
3d_torus_surface_traj,eikonal,7,0.07081548656736102,0.04397445172071457,0.04273939110395602,0.0426018089056015,0.14156025648117065
3d_torus_surface_traj,vae,7,0.27149626825537,0.24719911813735962,0.05234541547685114,0.2132495790719986,0.37243491411209106
3d_torus_surface_traj,ecomann,7,0.4867619829518454,0.4752276539802551,0.16149912485722318,0.3179898262023926,0.8338415622711182
3d_vz_2d_ellipse,delta,7,0.1906586310693196,0.1867665797472,0.011094113088981523,0.17963550984859467,0.21221475303173065
3d_vz_2d_ellipse,eikonal,7,0.009716943438564028,0.009820489212870598,0.0010937474073268694,0.008121947757899761,0.01177980750799179
3d_vz_2d_ellipse,vae,7,0.17046836018562317,0.17795629799365997,0.02424084998229004,0.1393001675605774,0.20950280129909515
3d_vz_2d_ellipse,ecomann,7,0.30144551183496204,0.2722090780735016,0.14025833865897516,0.20849277079105377,0.6359003782272339
3d_vz_2d_ellipse_traj,delta,7,0.19564116852624075,0.17902830243110657,0.054819667284985836,0.15050052106380463,0.32611680030822754
3d_vz_2d_ellipse_traj,eikonal,7,0.006835545546242169,0.006850298028439283,0.0004945617304343916,0.006000266410410404,0.007532133720815182
3d_vz_2d_ellipse_traj,vae,7,0.1195465134722846,0.09257671236991882,0.070703162913288,0.020500607788562775,0.22437286376953125
3d_vz_2d_ellipse_traj,ecomann,7,0.2504590962614332,0.19351547956466675,0.14471318893799853,0.13032418489456177,0.5878564715385437
6d_workspace_sine_surface_pose,delta,7,0.13531392493418284,0.11258221417665482,0.0393104714775466,0.10359914600849152,0.20025861263275146
6d_workspace_sine_surface_pose,eikonal,7,0.03851066795842988,0.038466427475214005,0.0012661574327715763,0.036631952971220016,0.040148813277482986
6d_workspace_sine_surface_pose,vae,7,0.061576175902570994,0.061770595610141754,0.003960522445271542,0.057325754314661026,0.06936557590961456
6d_workspace_sine_surface_pose,ecomann,4,0.1421726681292057,0.1436227485537529,0.024321652404144262,0.10697010159492493,0.1744750738143921
6d_workspace_sine_surface_pose_traj,delta,7,0.11645833189998354,0.10491196066141129,0.021631629125467896,0.10244385898113251,0.16547414660453796
6d_workspace_sine_surface_pose_traj,eikonal,7,0.058085071721247265,0.052588336169719696,0.014852292763327711,0.0494513139128685,0.0942101776599884
6d_workspace_sine_surface_pose_traj,vae,7,0.08217416277953557,0.0819796770811081,0.00541972131192186,0.07311610877513885,0.0893700048327446
6d_workspace_sine_surface_pose_traj,ecomann,7,0.24672376258032663,0.2482612431049347,0.03728768800293876,0.19115358591079712,0.32036101818084717
