method,n_cases,bidirectional_chamfer,eps_stop,eval_eps_used,gt_to_learned_mean,gt_to_learned_p95,learned_to_gt_mean,learned_to_gt_p95,n_gt,n_learned,pred_FPrate,pred_on_mean_v,pred_precision,pred_recall,proj_manifold_dist,proj_steps,proj_true_dist,proj_v_residual,train_seconds
ecomann,1,0.9286620616912842,0.2781754434108734,0.2781754434108734,0.38953498005867004,0.5377249121665955,0.5391271114349365,0.9745994210243225,1024.0,4096.0,0.5838414634146342,0.02747134119272232,0.001220703125,0.897705078125,0.524465024471283,6.863525390625,0.6507643461227417,0.21348032355308533,26.122801235000225
