method,n_cases,bidirectional_chamfer,eps_stop,eval_eps_used,gen_chamfer,gen_manifold_dist,gt_to_learned_mean,gt_to_learned_p95,learned_to_gt_mean,learned_to_gt_p95,n_gt,n_learned,pred_FPrate,pred_on_mean_v,pred_precision,pred_recall,proj_manifold_dist,proj_steps,proj_true_dist,proj_v_residual,train_seconds
delta,3,0.17827852070331573,0.043016514430443444,0.043016514430443444,,,0.027443908775846165,0.05393359002967676,0.1508346125483513,0.4390677809715271,1024.0,4096.0,0.04156381940547737,0.00037627438238511485,0.11971028645833333,0.8921712239583334,0.15063219517469406,49.796712239583336,0.32388684153556824,0.01523668373314043,7.4112823303330515
ecomann,3,0.19167972604433695,0.09004717320203781,0.09004717320203781,,,0.02387029988070329,0.052282304813464485,0.16780942678451538,1.0447951555252075,1024.0,4096.0,0.012062518559349861,0.0016442791481191914,0.2582194010416667,0.8968912760416666,0.16746889551480612,6.412272135416667,0.44903886318206787,0.0269356785962979,114.65323196900015
eikonal,3,0.027329197774330776,0.018941201890508335,0.018941201890508335,,,0.006865449560185273,0.01272957989325126,0.020463747903704643,0.029690867910782497,1024.0,4096.0,0.00016295934164425974,8.46827169880271e-05,0.9429524739583334,0.8980305989583334,0.019431790336966515,19.0,0.2866773506005605,0.023509785532951355,25.885415281666308
vae,3,0.10464862734079361,0.2517082840204239,0.2517082840204239,0.12427247315645218,0.092359338576595,0.032014169419805207,0.07796232402324677,0.07263445978363355,0.25447896619637805,1024.0,4096.0,0.06992549602040526,0.046175033474961914,0.3534342447916667,0.885986328125,0.07226526613036792,1.0,0.6969099839528402,0.30391165614128113,4.404128131999944
