method,n_cases,bidirectional_chamfer,eps_stop,eval_eps_used,gt_to_learned_mean,gt_to_learned_p95,learned_to_gt_mean,learned_to_gt_p95,n_gt,n_learned,pred_FPrate,pred_on_mean_v,pred_precision,pred_recall,proj_manifold_dist,proj_steps,proj_true_dist,proj_v_residual,train_seconds
ecomann,21,0.7789466267540341,0.31406592542216893,0.31406592542216893,0.31841537604729336,0.6451381515888941,0.46053125460942584,1.2166966654005504,8118.666666666667,4096.0,0.2678339853276802,0.029576050716319253,0.04237583705357143,0.7159429000773051,0.42531095303240274,33.01254417782738,0.7986223711853936,0.16241720651409455,206.2188804124848
eikonal,21,0.21324202258672034,0.020731580532377676,0.020731580532377676,0.07148104999214411,0.19923759757408074,0.14176097388068834,0.5641789443436123,8118.666666666667,4096.0,0.004141639659838213,0.00010878935929559659,0.7280505952380952,0.6015291144162535,0.08070915210105124,22.336704799107142,0.27537569332690465,0.012390163682755969,27.91596899328371
