method,n_cases,bidirectional_chamfer,eps_stop,eval_eps_used,gt_to_learned_mean,gt_to_learned_p95,learned_to_gt_mean,learned_to_gt_p95,n_gt,n_learned,pred_FPrate,pred_on_mean_v,pred_precision,pred_recall,proj_manifold_dist,proj_steps,proj_true_dist,proj_v_residual,train_seconds
ecomann,21,1.042610534599849,1.3879909643105097,1.3879909643105097,0.5093318302006948,0.9678106187354951,0.5332787036895752,1.109002445425306,8118.666666666667,4096.0,0.5322135551581761,0.6256517926674514,0.022426060267857144,0.6876055423627603,0.5243820661590213,13.375279017857142,0.8669241652602241,0.215006837288716,40.264025918285675
oncl,21,0.5116246810981205,0.028943730739965326,0.028943730739965326,0.2766678757255986,0.6679296756074542,0.23495680484033765,0.7853863707610539,8118.666666666667,4096.0,0.012619479534828273,0.0002559713360651152,0.28574916294642855,0.13667866169506593,0.189751630737668,22.335263206845237,0.4058172277041844,0.012982770955810944,10.209627023479523
