method,n_cases,bidirectional_chamfer,eps_stop,eval_eps_used,gt_to_learned_mean,gt_to_learned_p95,learned_to_gt_mean,learned_to_gt_p95,n_gt,n_learned,pred_FPrate,pred_on_mean_v,pred_precision,pred_recall,proj_manifold_dist,proj_steps,proj_true_dist,proj_v_residual,train_seconds
ecomann,10,0.8200910538434982,7.932258833944798,7.932258833944798,0.24766048602759838,0.47361478097736837,0.5724305808544159,1.2224925100803374,1024.0,4096.0,0.38203906724565834,27.853488367516547,0.0218505859375,0.868408203125,0.5631358653306962,28.7158203125,0.9198879271745681,15.36845163218677,59.80648006910015
